day,mean_nav,p5_nav,p95_nav
539,634.338105133758,444.06635972873977,871.9903408743503
540,634.530774230155,443.77915168195426,868.3420966169349
541,634.6967824167361,440.42806135659794,869.7350907373924
542,634.825262373609,442.06804739801544,871.6674867409424
543,634.5679918333243,441.8948730202956,872.0961181742656
544,634.8616399869337,443.0773558117392,873.5589199759297
545,634.7380919105075,442.400520247345,871.1965158121254
546,635.0844995123107,441.738158110924,873.0273847459049
547,634.9008160303774,442.74315319099946,873.9890290424277
548,635.2558472173737,440.05751104386127,868.5795702034796
549,635.1184627622638,439.83867161653484,870.2823078482478
550,635.3577320368466,439.63876236493036,873.0785935537017
551,635.460802284445,439.2582337208425,869.1488558518361
552,635.9718101172336,438.9755701842228,873.7208878788196
553,636.3974880695554,439.9545193714234,879.0688577845563
554,636.4024774293306,441.019613948294,874.9880392975166
555,636.3009073022843,441.2547184720498,875.2313428235276
556,636.2293866695056,439.0440754588927,877.949019602463
557,636.5421929590347,440.98102609338736,882.7347462039837
558,636.844481835136,441.0323933630433,871.2533327937913
559,636.9480370936826,441.8544586185976,879.1890460335765
560,637.1742790191522,442.63144049472993,879.2780313081697
561,636.9825229709984,437.90306444654925,875.0602676061532
562,637.183707917409,439.29066603490014,880.360852483592
563,637.4100967507628,439.6063676971718,878.4807146147581
564,637.3044898961002,442.62787169842005,874.9034342518173
565,637.2236303628735,442.9735494747638,875.7802589565633
566,637.1621991633413,443.286431699753,878.9112834098494
567,637.1212459650943,441.8488072105745,878.9347733128365
568,637.0851012452345,441.1603373107365,878.3361207505516
569,637.2309034867534,441.15619189102875,872.3362255114328
570,637.3347460247122,443.82291704716636,874.2541278157577
571,637.1428092723714,443.45453148973496,875.787600403969
572,637.572721418276,445.19633214772506,883.4891098918798
573,637.6152545286004,441.2936739651227,884.8098844728477
574,637.6070410441645,439.6601938279039,884.2261348141008
575,637.7782731955313,439.13309158300115,882.8880655785456
576,637.951797700322,438.7790321428913,887.0298271453138
577,638.1750642654192,439.0477662904312,890.2227520774006
578,638.5044635481634,439.9307372933395,892.9525711725178
579,638.611755986758,440.61251331833023,891.8144757145355
580,638.8424947154075,440.8080994608966,894.2469276288984
581,638.9014485462004,439.55506445081375,899.8376061755133
582,638.9890585154217,440.99727469696495,900.4766842460754
583,639.1529022164838,439.653998806599,903.6554671799377
584,639.3395494356354,438.7095811436695,904.3041219350765
585,639.3482570757822,439.1774601879559,902.1866096496868
586,639.1220451227176,437.718248715464,901.6926627205884
587,638.8992253882765,436.86749262773964,897.9218867258754
588,638.7139434580674,440.54290829164927,897.9046815359064
589,638.8726348218299,440.930905322336,899.350510900958
590,639.1102152425216,438.58179139218,904.6774800539227
591,638.996959236603,437.2674624411377,900.6165383051417
592,639.2251461535977,438.7637935946373,899.3454501398292
593,639.0566902814148,437.66800320698337,893.1425559983226
594,639.1563342529881,440.67294820666325,894.5948318713574
595,638.8964124062213,439.4978371448954,894.2728747706389
596,639.0422695134289,441.7999385303533,893.746895236227
597,639.401515180985,440.22168389620873,899.2793294251769
598,639.808319754925,441.8110253397011,897.4732903745123
599,639.6266592781527,443.25642370106823,901.2341746217219
600,639.7881142934555,440.26512436481005,904.1478416161921
601,639.7204426808833,438.4959433774821,906.3297557145532
602,639.4981056149553,438.66459605881374,908.1095501906649
603,639.7669245019683,438.96674880744814,901.5105888479425
604,639.6819840154348,441.81230874313354,909.7748165782829
605,639.7411882055969,441.3170279583059,913.8332360449213
606,639.7014456908678,439.4257195263315,911.4742204245233
607,639.8239265417989,438.5373153023343,912.992368803049
608,639.9876763387874,438.58718240415715,905.83412156207
609,640.2815352563047,440.24933843956694,914.5383109989091
610,640.3691109338437,438.7133822194306,917.3287002181665
611,640.2391692665622,439.03014961388266,913.6429664140587
612,640.343531051695,436.20043700810305,917.5732326231681
613,640.308104003094,434.62738501424474,915.8373139756271
614,640.8216160313966,434.0303909484365,910.8457652162349
615,640.8766767672649,436.1995742548419,911.9128440036842
616,641.2763688262368,435.084298800296,912.4047922922668
617,641.1489541473837,432.2448417578597,911.5383091064463
618,641.3356196983485,430.7728260479585,915.3056697010152
619,641.6737289490306,432.2143426253176,913.9417489083443
620,641.9874737136215,431.8431558481335,916.8746256827129
621,642.0530135528818,430.6141821232338,916.1311703242495
622,642.1686488265412,432.2029019536079,922.6308782734757
623,642.1225897776235,432.2417682515979,918.8480627720145
624,642.0470690580293,432.68917060740887,920.5026264815074
625,642.4278719961702,433.08029779310976,917.2534655896516
626,642.1059410017015,434.4074116196999,919.058782520093
627,642.1110328334179,432.78184799417284,917.7897578802462
628,641.8718370263136,431.44544874343086,917.2028012065208
629,642.0187154026963,431.08599053430754,922.2133690128891
630,641.9532207647677,428.5572779146966,926.1071295266371
631,642.1611231325725,427.7616176263295,923.5396917071008
632,642.2037492267439,428.48656464928956,930.2112169128043
633,641.9851375595445,428.0451633214509,926.7229412023895
634,642.1974416055398,427.0185137807398,923.7824916638142
635,642.4091745138907,429.36182253850933,928.1059942130423
636,642.3531743612274,429.9764346592042,929.2943606846859
637,642.4640906268893,429.2591092320142,926.9925979460729
638,642.4821973731655,426.7830980409641,922.1791716476025
639,642.5363947768649,425.5590191948517,920.194224351832
640,642.5093242765429,426.31287528171964,916.0724611178972
641,642.771425173335,428.7467072348198,916.0327035634311
642,642.8008863136175,429.2869906151931,914.2679953176987
643,642.7261143041817,429.600500232648,910.2111398715309
644,642.7105197064427,432.29309142187554,909.9533917448999
645,642.9425509264729,430.48696661736324,914.5315094805724
646,642.8463923089593,430.7407120212027,912.5407571922731
647,642.9101779363846,429.3431616750084,912.3381234141028
648,642.7453413803487,429.93180915361603,914.5856943057304
649,642.904096325619,428.71535886192936,910.8195255294149
650,643.156162303803,430.06988874916055,911.1963239706063
651,643.260526600626,431.124955850079,915.5839704339945
652,643.139300042119,429.57412450789076,916.7848814315918
653,643.0797105914398,429.2812468470831,917.9259642489842
654,643.0130018240244,429.47348966792225,917.4135019268163
655,642.9063232863098,429.6745696534133,913.605364106518
656,643.0201285854117,430.23112018831677,920.9581515710008
657,643.2705359106084,429.74387106322865,916.8746282712967
658,643.5275047472285,430.63875388891086,930.5262777324762
659,643.9413251696922,433.287520714789,925.4504073899334
660,643.9836811580753,428.38884807700435,927.1053060283599
661,643.8077307737948,429.4334237035749,924.2662849340064
662,643.9849545108762,428.5497663711543,923.0771631854731
663,644.1381992307847,428.4084852004455,922.6520839446742
664,644.1934331137744,428.0967353655683,932.853009218806
665,644.2570030374035,431.40556710487454,924.4541378000882
666,644.1880933312425,432.6854334555352,918.39937726353
667,644.3104847995502,430.92404494083496,921.4450573462875
668,644.4007491728839,429.82306074501156,920.3492653774634
669,644.3162652192864,429.19316999524347,920.8166003899572
670,644.402464121032,428.96563891508333,925.9258273978679
671,644.2986734060158,429.8974836693444,922.0054430442383
672,644.1170720530861,427.96832460543635,923.7977804251254
673,644.2579852054827,425.7465732085976,928.3268480338503
674,644.4468189678016,424.54820341357606,925.5326040284662
675,644.531500520651,426.7856870653635,929.8688476190256
676,644.537038402633,426.4188731676918,932.2521141561967
677,644.181526778072,426.8180968442569,930.4872583874641
678,644.3518384125157,427.8549031588929,926.3366679741499
679,644.3717450765078,424.93492016594377,931.4542409160794
680,644.588881466268,424.9593801263638,931.3549380091179
681,644.5895747155062,428.405364859256,935.7099647912904
682,644.8488637412222,426.6487439485363,931.492882823205
683,644.5247037703303,425.7912540737906,934.5089511942964
684,644.4821449118247,426.1665738033747,931.6786059878543
685,644.3700137522106,425.4846103837136,930.8153410331508
686,644.3665843771505,426.1399941878813,931.669805774048
687,644.4352903912758,424.3607903761266,924.101700757038
688,644.5714364719656,427.5232011906146,924.0957232444018
689,644.6651327347425,423.85739300573607,927.0242885171778
690,644.5961562771897,424.4255525987961,934.9582804706666
691,644.5918076138062,423.57590728400635,933.8359209445857
692,644.5203905457159,425.12474658240734,934.9743091955277
693,644.5083267572655,424.80331113960005,937.1209229857379
694,644.76567141232,426.06653964594835,939.0345337963851
695,644.934053688348,425.4056785053901,935.4866562990866
696,645.086879306883,425.7849579378862,937.7645377348009
697,645.2701290887329,422.5300967666744,938.1905149934337
698,645.0471975959772,423.10405644261584,940.0736508820935
699,645.2044251065242,422.0686564448983,937.0195564981195
700,645.4971984217796,424.8831400114587,937.9267478559351
701,645.273383840982,422.99093444295613,935.8634271002092
702,645.324859341033,423.2276360234194,944.0953563853086
703,645.2801485933308,418.20137893052765,943.9343948915321
704,645.1548913596143,419.6741101934628,940.1340595311908
705,645.4647060526968,422.6577170234,947.2398287196107
706,645.4053071228064,422.84501225948793,947.4068058859458
707,645.6558068700657,420.2176623906377,948.1232599254715
708,645.6930533068698,420.3341217216449,945.6297200884964
709,645.76281795509,421.8818281251874,944.9121711812736
710,645.940057509412,423.35965061983234,948.3463095382372
711,645.9545249377483,422.2902949614914,947.9682269995114
712,646.0275290658927,422.80208784493885,947.6454503125589
713,646.2084408370057,422.8782462036999,946.5105779491612
714,646.1341266257759,422.6325636354837,949.1370493955968
715,646.3192654398273,423.3314416796314,949.1252380772073
716,646.3972781660979,425.4058161380389,950.3534384494121
717,646.6798015220751,423.9513960019906,951.9766090511037
718,646.5850564967565,421.21758835128537,952.3299625217055
719,646.7870214216805,422.4469225984966,955.4313135630962
720,646.8431854538346,423.9707330813564,955.6599276880636
721,646.7127511961745,424.7371779537196,960.6359256933104
722,647.0247536526923,425.49073145913326,952.3220219762261
723,646.7412654911411,423.58091657251964,955.6663163641932
724,646.8572537076911,422.65699154355354,958.6460589657877
725,647.0583518417276,422.2368409718738,952.3846894809708
726,647.5220899165629,421.67163621844287,953.6310264010259
727,647.6316259755987,422.5487408314692,959.7115126430548
728,647.6875347339579,425.29853610971134,961.1289581331085
729,647.572369599484,426.31045876054236,954.5038265039036
730,647.8715339020625,426.050176187933,947.0821244864175
731,647.9713181193794,423.50317600688913,948.5980602873849
732,647.9723091258483,422.1952218909396,945.7380549575257
733,648.0353598906692,423.34823962274925,944.5073639599269
734,648.2418657826387,424.4935505476876,944.3818511680272
735,648.7064579285002,423.19769942315514,944.3926909821619
736,648.9087300828511,421.1151863845109,949.9273811944495
737,648.9940189814598,423.254065113461,946.6443762956201
738,648.7013791733866,421.71036724253304,947.1856363337888
739,649.2720766798656,421.32755344107863,956.4389091304524
740,649.2916533846707,422.1786298003056,952.0850105811134
741,649.5898816663251,424.01779197785186,947.8365713651801
742,649.794384633696,423.12742803096864,951.0849296166678
743,649.7758765332555,425.0366169155862,957.4871471646321
744,649.6907601978937,423.86641918160495,958.5314223088604
745,649.7461089795893,423.9567011431571,961.6298954388592
746,649.5690594137232,425.33969173715883,950.9710597419501
747,649.5533776372354,426.33982233488615,951.4963904353599
748,649.6509373463008,425.0412734501565,958.7798982844436
749,649.9389067312217,427.1904511205744,955.203511969984
750,650.0259765682105,425.69520188524547,953.4329661506916
751,649.8871324177376,424.69310075315167,955.1782833079654
752,650.103152097067,425.72780937278304,962.0289445450917
753,650.144823249678,424.5523412394872,955.5972221724081
754,650.1364690717862,423.20622140461495,959.0856882869218
755,650.2455326736876,421.2939400968876,957.856101640345
756,650.0907542280189,423.36097522978736,955.3936327295039
757,650.4848653020962,423.24755737738695,957.8675196233115
758,650.8401976464953,424.2872528574993,955.8480572661265
759,650.8252085027134,424.54559161329166,956.7761272928792
760,651.0883402672225,424.3491205025186,958.3366326293071
761,651.1299242868787,422.7286439310265,958.6309490187951
762,651.2468142558129,420.2845935139383,955.6025322329916
763,651.4415476240177,422.2276542004943,958.4967304200226
764,651.726321428444,425.75360733240245,958.8860977095487
765,651.5029552752607,422.5464765771211,957.979671928222
766,651.8809223896033,422.5403462003943,964.3133315675437
767,651.8354338882189,423.5471500757924,963.5818354336793
768,652.305241168673,425.6203432141172,958.9408799376234
769,652.0975897803306,424.1307666811348,959.4771500288697
770,652.0479868143353,421.52884413668505,959.0156279803887
771,652.2392954700587,421.6803096327715,964.9482661842011
772,652.253416593109,420.93735708729355,965.007396643564
773,652.5383755197505,422.6644588106269,969.7747229724713
774,652.806464063532,422.39074996423363,958.9997834137286
775,652.708817482287,421.1196833394863,964.4522940379462
776,653.1341221641608,419.53459999355266,966.1450072608469
777,653.446222160199,419.7083287359339,968.8778497038419
778,653.4011641029908,417.70535685721035,966.2815959084684
779,653.8097506509018,418.60498373785293,967.11486782438
780,654.1269122913562,418.60787991342556,971.2390248776053
781,654.2543394185461,419.34672995685696,967.4959101028489
782,654.459377177483,419.10985835763677,969.7615718425429
783,654.7285969133433,420.8578661337278,968.8041089539687
784,654.9238151588398,419.043493885479,968.6549068003235
785,655.0530581993849,417.6012909838987,971.2334936482301
786,655.3917950820438,414.9050170423824,969.2779899754695
787,655.44663455912,414.33247923306783,973.14440191387
788,655.7611673278756,415.89154407679246,975.6033820556248
789,655.9064943268402,415.2666455749685,974.7031094828064
790,656.1294515623758,414.5593894915672,974.1133989000518
791,656.5974743267338,415.9261488196704,976.9388196699274
792,656.6368130330974,416.85603382825434,977.327530204706
793,656.8064109453161,419.77825502306166,980.2745883342145
794,657.1306109621554,417.39214979047455,977.6312868146028
795,656.9954113895601,417.49529830606343,977.5138624996354
796,657.3244646967573,417.6197411392398,979.5032455784085
797,657.6449455327042,416.96812498881616,977.4045748738038
798,657.6180418775925,416.11483532178954,976.518470942845
799,657.7436006831723,419.3353327232683,973.8360539708538
800,658.0174949200356,419.6708282460162,978.6474903809777
801,657.8352403215632,419.08099636358304,977.0259432324046
802,658.2147495377864,421.195182559041,978.4361830702753
803,658.3322189317784,420.1825155660199,976.0763985927233
804,658.4833902147138,418.47314542297045,978.3414113970387
805,658.2881656486117,419.9662589194288,977.4467220168107
806,658.0351177522568,419.2506605662839,976.4780485324986
807,658.0100129795776,417.9292124359319,976.4498350461935
808,657.9203539054599,418.7297009493876,979.7047182139233
809,657.9747329056416,418.8130893203852,980.4792181326252
810,657.8852422987254,415.5144720317585,979.5863157512622
811,658.0009312550285,416.72115905044683,977.4471645088199
812,658.2853432466538,417.4399647587943,984.4554738751889
813,658.1462424222659,413.63532000727577,983.3128881928812
814,657.9574703171451,415.4962060582177,976.855378358998
815,658.0631725549224,415.783177610778,989.6284667313538
816,658.3762752949096,415.1968624918294,991.0671850951148
817,659.0038675187968,416.89424519748246,990.8515909790134
818,659.4128498342128,416.44279002030163,985.0547177642595
819,659.4234395895896,417.2859509593614,988.6539987939736
820,659.9280017825192,415.69023341968204,983.0452820936908
821,659.8237446441385,417.1718516894147,987.5997051840878
822,659.9411121036052,415.2003151008954,989.8475163293812
823,660.0565757872682,414.08675081879966,990.0959578250385
824,660.1428605496371,412.3132859185857,988.4967575717242
825,660.7006480709101,412.05681286703896,989.2189116820655
826,660.554550273662,410.52919085399594,987.2454587237052
827,660.3724347417375,411.13578993287723,991.1551903415749
828,660.559351447811,412.84065443507706,989.6596908200002
829,660.8854845122721,412.9286732782276,990.8218502705402
830,660.8317733357044,410.86910383393405,986.8028155789646
831,661.100849153273,411.65534145849944,985.0410308976406
832,661.1998970209413,412.74188194043097,985.1631412145318
833,661.4154962402841,413.41076774160297,988.4035847603219
834,661.7810854682806,412.3211486558153,988.3461902958562
835,661.6966816006078,410.4532518715348,985.2184170169697
836,661.5768947545595,413.7538353123447,984.0644299955225
837,661.7193552452534,413.5978639769472,982.3805882541114
838,661.8903288295244,415.33937740778225,983.6557057276241
839,662.5230299494275,414.28964417338454,987.6472287546092
840,662.7213707741929,414.41748483419974,988.4516731012751
841,662.4034626382426,412.36285374831897,984.8845693439579
842,662.7716332425205,413.1066568816967,987.2810879831039
843,662.7062861886963,412.40271697891734,984.7699599318463
844,663.0316123735371,412.08744055478576,990.9544284491069
845,663.2343261111652,410.636499961851,987.7137946878073
846,663.1472083404201,412.4728671872258,995.0115202815956
847,663.0283285353227,410.23767534134606,987.0418877492522
848,663.1625402932063,412.10689133907573,990.6872151895202
849,662.5614221041354,411.92942439073005,997.5692384867525
850,662.9638253653212,410.8800929567134,996.2630679618835
851,662.895621833788,411.63685272218413,994.5118868116541
852,663.1140670092418,411.2614657734839,994.8025514785876
853,662.993415210073,409.4355845978007,992.9017117764085
854,663.2990318273888,412.2771630423952,995.0986226486833
855,663.5697026270076,412.29388057060265,994.8177251048538
856,663.6337218699059,411.6993107514311,992.2080019613436
857,663.7749886433184,413.67695225162595,1000.0226303036267
858,664.0369109032614,411.45067029624954,999.5143747363398
859,664.0223051992359,411.4453584633901,1000.1279184888837
860,664.1075399818889,409.39012546792765,999.4951003581795
861,664.3049119134215,408.5332143139293,1003.8299995466555
862,664.6467241958098,410.624247631854,1003.4709054696489
863,664.8843804184393,409.82458274438915,1000.4970000808926
864,664.767741741355,405.8681466840674,992.41994317178
865,664.9545838645753,409.97455857299286,1001.5484861592562
866,664.8109832978693,409.5499143487607,998.9143245763934
867,664.9862485266764,409.1748108735736,993.5247410710161
868,665.0616110452182,406.4630137299689,999.0795877824048
869,665.1548045342643,408.284431965384,1004.7599549915597
870,665.1295645980058,411.0243261616497,1003.5050353897266
871,665.3741533592412,410.95236026484304,994.1784482621379
872,665.398320752049,413.4996735136401,995.6386013590196
873,665.1688027282418,414.1781217037035,994.8766786934392
874,665.5584125971125,411.3980548269719,992.9139297082755
875,664.779358706132,408.33116683983855,996.4025271350869
876,665.0196931841002,412.53551406295026,992.4589761128547
877,665.3092768943225,410.1975731000404,996.1824010385826
878,665.4864464303502,408.7612958731628,1004.242082946055
879,665.4955456523221,410.5656671899031,996.4268485230567
880,665.82077950341,411.7540509657629,997.1721313287554
881,665.8265432522929,412.9374888161034,995.5831120180511
882,665.7951782173913,409.3304294838711,996.9398487142879
883,666.0023208621408,409.4793372308801,994.5732339640376
884,665.9113660235912,408.7840497357793,999.0941924913501
885,666.1928407576564,408.3516359159419,995.2927234950289
886,666.3195396259298,407.7226212606183,999.7670064312684
887,666.5195628879515,405.8609088339845,1002.9649495875133
888,666.3491451833346,406.077710251283,1001.2254139424283
889,666.5343902605508,406.24099651512,1000.2418087117009
890,666.5970554041552,409.43444479465023,999.2639259817861
891,666.5814262231968,408.2538782917862,1000.7709690562357
892,666.8011844230996,409.91828741491327,998.7772701791517
893,666.6294883380066,411.44344816079933,999.6012573149774
894,666.6118677179921,410.546975171225,997.3974510972834
895,666.2877308761032,411.2846056183273,996.6792890168673
896,665.9994146783017,411.10682495412044,995.2322981384452
897,665.7846921698348,408.2568272716989,999.4391503752706
898,665.8072454569419,408.7743760859804,998.8496868398187
899,665.7242816310958,409.6820625017598,998.6168785200801
900,665.524147479099,409.7267283764808,1000.0077104109859
901,665.4201118694391,408.52860710958265,1000.0245004708795
902,665.7628367571643,407.17040726642955,996.5099844400204
903,665.7072169926934,410.94778467790644,999.2607852131803
904,665.5503377277838,409.896073188257,1001.0700996132236
905,665.7083309746489,408.50845865159613,1001.2201678573313
906,665.9338606527564,405.5685417670753,1002.3540805892355
907,665.9459862931056,407.7052531006285,1004.3959108902292
908,666.4747831308739,412.271661264634,1005.6681390365845
909,666.992257069758,410.25434327937995,1010.6992868714442
910,667.0128394946336,410.2664434118314,1012.1092171012644
911,667.2780345590302,410.81510118021663,1008.9701785469449
912,667.2073857458929,410.6210670756678,1008.9003988385482
913,667.2856719061598,409.87411719357027,1006.6101069073621
914,667.2897792686731,408.2819789159409,1010.004041266813
915,667.5556554275119,406.8318855011288,1010.245970912133
916,667.6682055391316,409.6923552164506,1009.8746339324229
917,667.9983442713537,407.96730457738255,1010.8471321048615
918,667.6551972390838,406.71384456384146,1016.4752553153265
919,667.4849363879233,405.65093909515605,1015.0056405482069
920,667.642676044958,403.77312229913264,1015.5081996742664
921,668.0650089512509,403.844650527899,1020.9500249990882
922,668.0108233914756,405.9660037835717,1017.1745878913023
923,668.1126172362038,405.1241724332625,1016.2857946025397
924,668.4776374760085,405.24356088942994,1014.7568075800958
925,668.7002231204824,404.74066840024426,1014.9466637114251
926,668.2296323678062,404.6910537404665,1018.4229243120201
927,668.4417458860802,404.0285074495558,1012.7074128210954
928,668.5952431759399,403.4702028772716,1017.4308399712481
929,668.3875296472797,405.6197311790305,1020.250189954806
930,668.4789478671261,405.7890963256775,1020.0637742369606
931,668.667144498138,403.61040422571466,1018.4069811662541
932,668.3471771122785,399.637442873344,1014.6762811095772
933,668.2181867277997,398.92272769839053,1017.4383399696295
934,668.5920379782044,401.3842506505103,1017.7406376347018
935,668.4584573226972,403.7123189653455,1021.0568818861743
936,668.5793621334138,402.6523122344563,1022.1497561951538
937,668.7489178348769,401.852241883944,1019.8480001526996
938,668.6995525892034,403.4397981776768,1014.6726226093934
939,668.7284512144823,401.3300273337476,1017.8856135137016
940,668.4791045397197,401.4260690699716,1017.4462740179606
941,668.3652945538682,400.6983911542737,1016.5158816945709
942,668.30163301939,402.9673412366339,1020.5976741938458
943,668.1886620017284,403.2597727440714,1020.0842544550958
944,668.3872019581253,402.23878374800023,1017.3270982141136
945,668.7221962741786,401.0897716828902,1017.2430711292786
946,668.9833363988384,400.22530228699947,1013.0565230018447
947,669.2902735155552,401.79564510501467,1014.6970552589726
948,669.2260739804294,398.9292402445083,1016.474812203308
949,668.9490519177674,400.36204439760587,1016.9404924198908
950,668.9136917284513,401.3376383210478,1012.0390330697144
951,669.2443419396891,401.6104496972588,1008.8103110216791
952,669.1318629522835,400.44864272709214,1003.0819497081606
953,668.9012995895375,397.769968515525,1011.2844685176568
954,669.0822965647086,397.7350631683836,1008.8992378519453
955,669.3658748547132,399.6795426283832,1014.4373781209077
956,669.7660874312329,397.31974872388173,1010.8165548437975
957,669.8428641215075,395.57829004479606,1014.174623721676
958,669.7058983258662,398.9698939357184,1019.3750497297028
959,670.1636745110213,396.33804460409715,1020.053235157389
960,669.981185557986,393.84247064549663,1012.964582678248
961,670.1179018106556,394.3157082358349,1014.8518866806187
962,670.2834991954,396.308507320109,1009.343428698614
963,670.7147076104098,394.03820668535053,1003.6247078586983
964,670.8532473734548,392.7430731059087,1002.9693793571007
965,670.9923212358568,394.2623837238352,1007.9532488430884
966,670.990735873598,396.8399386552352,1005.8299965300719
967,670.9268653597385,396.1731372309387,1007.7058656200983
968,670.9824707300905,395.30939565813117,1006.9458261465733
969,671.1573888324517,394.166672716451,1003.6240403151523
970,671.5027597241494,396.0745864408611,1009.5293135259852
971,671.5743150964594,394.80077472427905,1013.0606706232506
972,671.5043110012294,396.20157764186405,1014.6230836696906
973,671.5901881101521,398.2473432483961,1015.2336580397697
974,671.6716891910952,398.0833685234661,1017.6470750015385
975,671.2810244486028,396.1986246433296,1015.6296315613173
976,671.6289494292753,395.4561846478314,1019.6767682390621
977,671.5971250185571,397.47334080351675,1017.2885054964814
978,671.6094680285139,399.8284610251172,1018.2595569267557
979,671.4378206253266,395.9979786137086,1018.5758470304214
980,671.3019040616268,394.7005289610975,1020.0280714876418
981,671.4480947576342,394.32787424282435,1024.1851718621836
982,671.6637639809298,394.3253195138908,1017.9106917990274
983,671.5734972855522,392.085861525313,1025.9307566354123
984,671.6092641986514,393.18015880351345,1025.3722713514226
985,671.6056852078843,391.0022095388051,1018.5933879676313
986,671.559873031278,390.9677936202201,1019.5336837164841
987,671.8873610596784,388.5771222927478,1029.1288018285857
988,672.1733908907986,392.15529510381947,1024.5454102824726
989,672.2057833619834,391.06899214723234,1023.3549990095967
990,672.5070725245952,393.21518026822156,1027.9819570055818
991,672.6557414181501,391.9538989850148,1027.2947287636666
992,672.946111728258,391.9118752905495,1021.8991600871599
993,673.0310066833151,390.95036756901976,1028.591070820842
994,672.9861959978273,389.5890616091027,1023.1063208753803
995,673.0084670405546,392.26513145040786,1020.9290679883125
996,672.9107861587271,393.3433807316209,1025.4847823056632
997,673.0725746696835,394.71704385557365,1029.7450566893401
998,673.3356488792659,394.08060103885623,1026.139842174037
999,673.4794337562482,393.63417997659184,1025.0044868121008
1000,673.3808001428446,393.13768524262645,1023.2168712307922
1001,673.5944398231178,392.36476644216583,1019.3990095285079
1002,673.3832246094387,392.9596930883139,1022.7979703867919
1003,673.6877217877243,394.1977767633481,1027.9668115721945
1004,673.9161748707672,395.5396828535619,1032.8183866167944
1005,673.822301601927,395.1996877675335,1036.563716507177
1006,673.6853583192051,392.2312210974803,1039.0496688349226
1007,673.8503025603349,390.7175894991095,1034.598498881227
1008,674.4572575870957,389.85040511224304,1034.6792299293684
1009,674.4741484240033,389.1493580407156,1033.5481393052944
1010,674.7226227864627,389.0600643792949,1040.6814073620144
1011,674.8568869063274,388.93363470467483,1031.5818764620797
1012,674.6125656466058,386.6389027952691,1031.4083890986067
1013,674.5043328556931,387.8319436698108,1031.720259040048
1014,674.6609916145078,388.7975466513168,1027.5926521882645
1015,675.0551338677067,388.7394846508156,1031.7253629187667
1016,675.5215357719549,387.5700091053155,1034.3143655385904
1017,675.6927763967717,391.38959232693975,1032.9298891007395
1018,675.852166507686,390.1092871316139,1030.740760471397
1019,675.9235608392067,390.56014275988963,1037.1445790473304
1020,675.7487692415685,390.94724057787,1036.014461549942
1021,676.1083044997711,392.6037082644666,1044.0132049850063
1022,676.0695589276177,391.5955269754482,1047.8131142759617
1023,675.9697557826455,389.49651286981566,1044.7797131566122
1024,676.0725998893562,386.58789326325365,1050.524031668826
1025,676.1080567062955,387.77414787925323,1050.8106022076079
1026,676.1527637802801,387.3791444357482,1051.2692673969962
1027,676.0865532904979,387.41410223881485,1048.4331779338283
1028,676.1667023337002,387.46767548975697,1047.8073669533944
1029,676.1639340676857,387.36413560578217,1052.3151291546324
1030,676.3960455577871,390.1357202360046,1054.654024956064
1031,676.3433538648367,390.07846024593067,1045.5938201240858
1032,676.2164133296861,391.01003726469446,1051.6912914088775
1033,676.2293654597216,386.5115865617974,1051.716194480252
1034,676.5498719361633,386.59773168774996,1050.100023928966
1035,676.780730310457,385.5948481053376,1045.7416793956409
1036,676.812235873564,389.2135227476689,1048.3250391379856
1037,676.899740860129,388.2487935071093,1044.2824829551396
1038,677.4598933036792,388.72743922923286,1054.3209818925934
1039,677.9154181666377,391.442578253114,1049.2242554398103
1040,678.0937264894404,388.380337561926,1048.0801631461186
1041,678.2508512035871,389.9500470583665,1050.9576852365783
1042,678.0418361054269,388.9958306550158,1052.5929826895695
1043,678.0350897169056,389.70872530932894,1055.0984134338414
1044,678.2547472768363,387.08698239376076,1055.7932052140088
1045,678.005986782894,383.8859296513643,1056.4758933230821
1046,678.0537879047695,382.77850896938395,1052.298418303573
1047,678.1090105050076,386.1650920619194,1057.8304034294683
1048,678.5875099586384,385.0254836034734,1056.888760857399
1049,678.6093580396831,387.0115563368785,1050.6093058328768
1050,678.5712317202314,386.1280036576641,1057.7902068873009
1051,678.3609655799463,385.56511750104715,1057.2197578096434
1052,678.4004310862967,384.15905533499574,1064.1043814398915
1053,678.3482836331453,384.48066591545245,1057.909697541143
1054,678.3531983850824,382.0220145412699,1057.6946447800378
1055,678.4544958813512,383.4830587825561,1061.0896260528805
1056,678.283060772883,385.5117758006881,1056.1084892563629
1057,678.3906286460439,385.9372379520436,1052.8639424233077
1058,678.7240996807569,385.1214502999741,1051.488071784184
1059,678.941664877707,387.2480359220462,1050.420160534826
1060,679.0855131646815,386.93613260996057,1054.48811413951
1061,678.8839170347644,386.0211504571424,1063.8339850155191
1062,678.9143668715226,385.9248569400811,1065.680759425914
1063,678.8406047027197,383.6863629495557,1067.4028736171429
1064,678.8731528714638,385.7181986593168,1063.2477568098723
1065,678.8430234675698,386.48390696465424,1061.354985505653
1066,678.792900735274,384.6948132575133,1062.007185004318
1067,679.0529115087345,386.97433195290114,1067.6924393397817
1068,678.9816493788828,386.47273119981,1067.0275004849377
1069,679.3742599524076,386.91187590585815,1066.4951156925417
1070,679.7728884253814,387.5143029140261,1067.0169580339157
1071,680.3061707466934,386.6107760133921,1071.9795704693463
1072,680.0161594821142,387.8529017989118,1067.7011115341636
